ID,Name,Beschreibung,CannaWorld-Teil,Domäne/Kategorie,Empfänger/Rolle,Delivery-Typ,Input → Output,Beleg-Quelle,Reifegrad,AIHF-Bezug,Status
HS-20,Thai Cultivator-Exporter-Integration,Integration GACP-zertifizierter Thai-Produzenten als Lieferanten in die CannaWorld-Export-Supply-Chain.,Gateway,Sourcing,EU Importer / Marketplace,menschlich,Lieferant → Liefervertrag + GACP-Auditdossier,"COMPANY 'Eastern Spectrum, Green House Thailand, Idol Farm' [THAI CULTIVATOR-EXPORTER]",im-Code,nein,BELEGT
HS-21,Thai R&D-Partnerschaft (NSTDA/CP-Group),Technologietransfer und Biotech-R&D für Cannabis via staatliche Forschungsagenturen und Agribusiness-Konzerne.,Gateway,Education,Thai Regulator / Investor,menschlich,Forschungsbedarf → R&D-Bericht / JV-Struktur,"COMPANY 'NSTDA/BIOTEC, CP Group'",Konzept,nein,BELEGT
HS-22,EU-Markt-Zugang-Beratung für Thai-Exporter,"Strategische Beratung zu EU-GMP-Anforderungen, Importgenehmigungen und Partner-Matching in EU-Märkten.",Europe,Advisory,Thai Cannabis Exporter,menschlich,Exporteur-Profil → Markteintrittsstrategie + Partner-Map,Ableitung aus 213 COMPANY-Datensätzen DE/PL/UK/CH/IL/AU (Marktverzeichnis aufgebaut 2026-05-25),im-Code,nein,ANNAHME
HS-23,Thai Verbands-/Regulierungsnetzwerk (THTA),"Anbindung an Thai Industrial Hemp Trade Association für regulatorische Vertretung, Exportlobby und Marktintelligenz.",Gateway,Federation/Partnership,Thai Cannabis Operator,menschlich,Mitgliedschaft → Advocacy / Marktintelligenz,COMPANY 'Thai Industrial Hemp Trade Association (THTA)' [TIER 1 INDUSTRY ASSOCIATION TH],Konzept,"ja: thailändischer Hanf-Verband, funktional verwandt mit AIHF-Federation-Ebene (nicht identisch)",BELEGT
HS-24,EU Cannabis-Verbands-/Lobby-Anbindung,"Zugang zu EU-Cannabis-Industrieverbänden (EUMCA, EIHA, BvCW, CIC UK) für Regulatory Advocacy und Marktintelligenz.",Europe,Federation/Partnership,EU Cannabis-Unternehmen / Partner,menschlich,Mitgliedschaft → Advocacy-Briefing,"COMPANY 'EUMCA, EIHA, BvCW, CIC UK' [INDUSTRY ASSOCIATION]",Konzept,nein,BELEGT
HS-25,Cannabis-Gammabestrahlung Thailand (TINT),Inländische Thai-Gamma-Bestrahlung für Cannabis-Dekontamination via Thailand Institute of Nuclear Technology vor EU-Export.,Gateway,Quality/GxP,Thai Cannabis Exporter,Durchlauf-extern,Charge → bestrahltes Produkt + TINT-Zertifikat,COMPANY 'Thailand Institute of Nuclear Technology (TINT)' [IRRADIATION TIER 1 TH],im-Code,nein,BELEGT
CA-01,Farm-Sourcing via Facebook-Lead,"Erstgespräch + Qualifizierung potenzieller Farm-Partner aus Facebook-Leads, Weiterleitung in den Audit-Prozess.",Marketplace,Sourcing,Farm,menschlich,Lead-Kontakt → qualifizierter Farm-Kandidat,"Termine 'Farm Meeting Facebook lead' 2026-04-20, 'Farm Facebook' 2026-04-23, 'Quant Tran fb Farm' 2026-05-01 (+4)",live,nein,BELEGT
CA-02,Vor-Ort-Partner-Audit / Farm-Visitation,"Physische Begehung/Inspektion von Farm-Partnern (Green Chrono, Innoleaf): Anbaubedingungen, GMP-Readiness, Qualität.",AICert,Trust/Audit,Farm,menschlich,Farm-Termin → Audit-Befund / Partnerfreigabe,"Termine 'Green Chrono Farm' 2026-04-23, 'Green Chrono Farm visitation' 2026-05-04, 'innoleaf' 2026-04-23",live,nein,BELEGT
CA-03,GMP-Check / GMP-Readiness-Bewertung,Strukturierte Überprüfung von GMP-Anforderungen bei Farm-/Facility-Kunden inkl. Gap-Analyse und Erstbewertung.,AICert,Quality/GxP,Farm,menschlich,Facility-Status → GMP-Gap-Report,"Termine 'GMP Check' 2025-11-11, 'Danny GMP' 2025-11-20, 'Gap fixing' 2025-12-05 (+2)",live,nein,BELEGT
CA-04,Remote-Evaluierung (Digital Meeting/Evaluation),Digitales Erstgespräch zur Bewertung von Partnern/Kandidaten inkl. Feasibility und Go/No-go.,übergreifend,Advisory,Partner,menschlich,Profil → Evaluierungsergebnis / Go/No-go,"Termine 'Digital meeting - Evaluation' 2026-06-03, 'Remexian Evaluation' 2026-06-05 (+3)",live,nein,BELEGT
CA-05,Vertrags-/Onboarding-Gespräch (Work Agreement),Persönliches/digitales Gespräch zur Klärung und Finalisierung von Arbeits-/Kooperations-/Dienstleistungsverträgen.,übergreifend,Documents,Mitarbeiter,menschlich,Verhandlungsstand → unterzeichnetes Agreement,"Termine 'Contract / work agreement in person' 2026-04-30, 'Hiring agreement details clarification' 2025-12-25 (+2)",live,nein,BELEGT
CA-06,Recruiting-Interview (Digital & In-Person),Strukturiertes Interview-Verfahren für neue Mitarbeitende/Consultants inkl. Dokumenten-/Visaprüfung.,übergreifend,Support/BackOffice,Mitarbeiter,menschlich,CV/Profil → Einstellungsentscheidung,"Termine 'VR Interview' 2025-11-19, 'Joep Interview spectrum' 2025-12-06 (+2)",live,nein,BELEGT
CA-07,Rechtsberatung & Unternehmens-Compliance (Juslaws),"Wiederkehrende Meetings mit Kanzlei Juslaws & Consult zu Unternehmensstruktur, Visa, Rechnungen, Dokumenten.",übergreifend,Regulatory,intern,menschlich,Rechtsfrage → Beratungsergebnis / Dokument,7 Juslaws-Termine 2025-11 bis 2026-05 (z.B. 'In-person meeting Juslaws / Cannaworld' 2025-12-09),live,nein,BELEGT
CA-08,Thailand-GMP-Zertifizierungs-Consulting (Drittmarkt),Beratung internationaler Cannabis-Unternehmen zur Thailand-GMP-Zertifizierung; CannaWorld positioniert als GMP-Dienstleister in Bangkok.,AICert,Quality/GxP,Partner,menschlich,Interesse → Scope-of-Work-Vereinbarung,Termin 'Terp Selection Thailand GMP Certification' 2025-11-26 (LTD Labs Australia),im-Code,nein,BELEGT
CA-09,Messe- & Branchen-Repräsentanz,Teilnahme an Cannabis/Hemp-Messen als Aussteller/Speaker/Netzwerkpartner; generiert Farm-Leads und Behördenkontakte.,übergreifend,Marketing/GTM,Partner,menschlich,Messekontakt → Lead / Partnership-Gespräch,"Termine 'Asia Hemp Expo' 2025-11-05 (My session), 'Expopharm' 2025-10-10, 'Mr. Boonyasampan' QSNCC 2026-04-10",live,nein,BELEGT
CA-10,Facility-Kunden-Erstgespräch,Erstkontakt mit potenziellen Facility-Kunden (Dispensaries/Growrooms) zur Qualifizierung als Marketplace-/AICert-Kandidat.,Marketplace,Facility,Partner,menschlich,Facility-Kontakt → Kundenakte,"Termine 'Facility customer F 05' 2025-11-05, 'T.B. Farm Cannabis' 2026-06-09",live,nein,BELEGT
CA-11,Business-Development-Kooperation,"Laufende strategische Partnerschaftsgespräche zu Kooperationsmodell, Marktentwicklung und gegenseitiger Leistungserbringung.",übergreifend,Federation/Partnership,Partner,menschlich,Kooperationsidee → Term Sheet / Koop-Vereinbarung,"Termine 'Sourab Koop' 2025-11-24, 'Talk about Sourab´s Plan' 2025-11-13 (+2)",im-Code,nein,BELEGT
CA-12,Qualifikationsmatrix & Staff-Onboarding,"Strukturierter Onboarding-Zyklus neuer Mitarbeitender (Qualifikationsmatrix, DTV-Klärung, Agreement, Follow-ups).",übergreifend,Support/BackOffice,Mitarbeiter,menschlich,Kandidatenprofil → ongeboardeter Mitarbeiter,Termine 'Digital Meeting qualification matrix' 2025-12-16/2026-02-16/2026-03-05 (+4),live,nein,BELEGT
CA-13,Buyer/Deal-Gespräch (COO-Level),Gespräche mit potenziellen Bulk-Käufern/Distributoren auf Entscheider-Ebene inkl. Farm-Besichtigung im Buyer-Kontext.,Marketplace,Trade,Buyer,menschlich,Buyer-Interesse → Deal-Struktur / LOI,"Termine 'Salus' 2026-05-05 (Chiang Rai), 'COO Salus' 2026-05-21",live,nein,BELEGT
CA-14,Behörden-/Regelwerk-Meeting,"Termine mit Behördenvertretern/regulierten Counterparties im institutionellen Kontext (Lizenz, Import, Zulassung).",Gateway,Regulatory,Behörde,menschlich,Behördenanfrage → Compliance-Status / Genehmigung,Termin 'Mr. Boonyasampan' Queen Sirikit National Convention Center 2026-04-10,Konzept,nein,BELEGT
CA-15,PR & Medienpartnerschaft,Abstimmung mit Cannabis-Fachmedien (Fat Nugs Magazine) für PR und Reichweitenaufbau in Thailand.,übergreifend,Marketing/GTM,Partner,menschlich,Medienkontakt → Veröffentlichung / Interview,Termin 'Cannaworld Thailand x Fat Nugs Magazine' 2026-06-10,Konzept,nein,BELEGT
CA-16,Kalkulation & Finanzplanung (Partner-Koop),"Digitale Arbeitssitzungen zu Geschäftsmodell-Kalkulation, 5-Jahres-Planung und Kooperationsfinanzierung.",übergreifend,Billing,Partner,menschlich,Geschäftsidee → Finanzmodell,"Termine 'Ron Ltd edition labs 5 year calculations' 2025-12-13, 'Noi Kalkulation' 2025-12-12",im-Code,nein,BELEGT
CA-17,Coaching & Management-Beratung,Regelmäßige Coaching-Sitzungen (Business Coaching für die Cannaworld-Führungsebene).,übergreifend,Advisory,intern,menschlich,Management-Challenge → Handlungsempfehlung,"Termine 'Coaching Hr Obeidi' 2025-10-17, 'Coaching' 2026-01-13/2026-01-26 (+2)",im-Code,nein,BELEGT
CA-18,China-Lieferanten-Sourcing,Digitale Meetings mit chinesischen Lieferanten/Fabriken zum Aufbau einer Equipment-/Rohstoff-Supply-Chain.,Marketplace,Trade,Partner,menschlich,Lieferantenanfrage → Angebot / Rahmenvertrag,"Termine 'digital Meeting chinesische Fabrik' 2026-04-28, 'Gangster Großhandel' 2026-05-10",Idee,nein,BELEGT
CA-19,Marketing-Strategie & Content-Partner,"Gespräche zu Marketing-Umsetzung, Website-Aufbau und Content-Strategie mit externen Dienstleistern.",übergreifend,Marketing/GTM,Partner,menschlich,Marketingbedarf → Kampagne / Website,"Termine 'Antony website' 2025-12-04, 'Dydy Office Marketing' 2026-04-29 (+2)",im-Code,nein,BELEGT
CA-20,AIHF-Partnerschaftsgespräch,"Abstimmungsgespräche mit AIHF (Asia International Hemp Federation, Pumchai/Tanadee) zu Kooperationsrahmen und Federated-Membership. HINWEIS: kein expliziter AIHF-Termin im Kalender — Kontakt läuft off-channel.",AIHF,Federation/Partnership,Partner,menschlich,Partnerschaftsinteresse → MOU / Kooperationsrahmen,Ableitung: AIHF als zeremoniell bestätigter Partner (aihf-partner.md); kein dedizierter AIHF-Termin im Kalender 2025-10 bis 2026-06,Konzept,ja: zentrale Partnerschaftsanbahnung mit der Föderation,ANNAHME
CA-21,Dev-/Technologie-Partner-Koordination,Wiederkehrende digitale Meetings mit Entwicklungspartnern zur Plattformentwicklung und Systemkoordination.,übergreifend,Data/AI,Partner,menschlich,Tech-Anforderung → Entwicklungsplan,"Termine 'Dev +Kc meeting' 2026-02-16, 'Digital meeting' (Devendra) 2026-02-12",im-Code,nein,BELEGT
CUST-01,Customer Onboarding-Status-Abfrage,"Liefert einer Kundenorganisation den sicheren Onboarding-Status (Account-Review, Rollenzuweisung, Org-Scope, Daten-Sharing-Grenzen).",übergreifend,Platform/Identity,Kunde/Farm/Exporteur,automatisiert,Org-Name → Onboarding-Status + nächste Schritte,MCP cannaworld-customer: get_onboarding_status (Pilot live),live,nein,BELEGT
CUST-02,Facility-Readiness-Abfrage,Gibt einen sicheren Readiness-Status der Anlage eines Kunden (GACP/GMP-Reife) zurück.,AICert,Quality/GxP,Farm/Facility,automatisiert,Org-Name → Facility-Readiness-Snapshot,MCP cannaworld-customer: get_facility_readiness (Pilot live),live,nein,BELEGT
CUST-03,Audit-Gap-Zusammenfassung,Liefert eine kundensichere Zusammenfassung offener Audit-Lücken/Findings.,AICert,Trust/Audit,Auditor/Facility,AI-gestützt,Org/Audit-Kontext → Gap-Summary,MCP cannaworld-customer: get_audit_gap_summary (Pilot live),live,nein,BELEGT
CUST-04,Compliance-Dokument-Abruf,Ruft ein freigegebenes Compliance-Dokument für eine Kundenorganisation ab.,übergreifend,Documents,Kunde/Auditor,automatisiert,Doc-Referenz → Dokument-Inhalt/Metadaten,MCP cannaworld-customer: fetch_compliance_doc (Pilot live),live,nein,BELEGT
CUST-05,Compliance-Dokument-Suche,Durchsucht den Compliance-Korpus eines Kunden nach relevanten Dokumenten.,übergreifend,Documents,Kunde/Auditor,AI-gestützt,Suchanfrage → Trefferliste Compliance-Dokumente,MCP cannaworld-customer: search_compliance_docs (Pilot live),live,nein,BELEGT
CUST-06,Batch-Snapshot-Abruf,Liefert einen sicheren Snapshot des Status/der Daten einer Charge.,Gateway,Quality/GxP,Exporteur/Importeur,automatisiert,Batch-Referenz → Batch-Snapshot,MCP cannaworld-customer: get_batch_snapshot (Pilot live),live,nein,BELEGT
CUST-07,Connector-Profil-Abruf,Gibt das Integrations-/Connector-Profil einer Kundenorganisation zurück (welche Systeme angebunden sind).,übergreifend,Data/AI,Kunde/intern,automatisiert,Org-Name → Connector-/Integrations-Profil,MCP cannaworld-customer: get_connector_profile (Pilot live),live,nein,BELEGT
AIHF-01,AIHF-Beglaubigung / zeremonielle Anerkennung von CannaWorld,Öffentlich-zeremonielle Bestätigung der CannaWorld-AIHF-Kooperation durch AIHF-Präsident Pumchai und Tanadee als Vertrauens-/Legitimationsanker.,AIHF,Federation/Partnership,CannaWorld / Markt-Öffentlichkeit,menschlich,Partnerschaft → zeremonielle Anerkennung/Endorsement,"docs/notes/cannaworld-context.md; aihf-partner.md (bestätigt 2026-06-06, Pumchai+Tanadee)",live,ja: Kernakt der Föderation-Anerkennung,BELEGT
AIHF-02,AIHF Federation-Membership-Vermittlung,Aufnahme von CannaWorld-Partnern (Farmen/Produzenten/Exporteure) in die AIHF-Föderation als Marktzugangs-/Vertrauensschicht.,AIHF,Federation/Partnership,Farm/Produzent/Exporteur,menschlich,Mitgliedsantrag → AIHF-Federation-Membership,Ableitung aus AIHF-Integration (cannaworld-context.md); Service-Oberfläche noch Discovery,Konzept,ja: Mitgliedschafts-/Marktzugangsweg über die Föderation,ANNAHME
AIHF-03,CannaWorld×AIHF Co-Zertifizierung / gemeinsamer Standard,"Gemeinsam getragenes Zertifizierungs-/Standardschema, das CannaWorld-Readiness mit AIHF-Federation-Anerkennung verbindet.",AIHF,Trust/Audit,Farm/Produzent/Auditor,menschlich,CannaWorld-Dossier → AIHF-anerkanntes Co-Zertifikat,Ableitung aus AIHF-Integration; gemeinsame Standards als Service-Quelle (cannaworld-context.md),Konzept,ja: gemeinsames Standard-/Zertifizierungsschema,ANNAHME
AIHF-04,AIHF-Governance & Standards-Harmonisierung,Mitgestaltung/Übernahme gemeinsamer Hanf-Standards und Governance-Regeln auf Föderationsebene (Asien-weit).,AIHF,Regulatory,Föderationsmitglieder/Regulatoren,menschlich,Standard-Entwurf → harmonisierter Föderations-Standard,Ableitung aus AIHF-Integration (Governance/gemeinsame Standards),Konzept,ja: Governance-/Standard-Harmonisierung,ANNAHME
AIHF-05,AIHF-endorsed Trust-Mark / Siegel,AIHF-gestütztes Vertrauenssiegel auf CannaWorld-Audit-Pässen/Zertifikaten als Föderations-Endorsement-Layer.,AIHF,Trust/Audit,Buyer/Importeur/Apotheke,AI-gestützt,CannaWorld-Audit-Pass → AIHF-endorsed Trust-Mark,Ableitung aus AIHF-Integration (zeremonielle Anerkennung → Trust-Layer),Idee,ja: Föderations-Siegel auf Audit-Artefakten,ANNAHME
AIHF-06,AIHEF Konferenz- & Speaker-Plattform,Teilnahme/Auftritt von CannaWorld auf der AIHEF (Asia International Hemp & Cannabis Expo/Forum) als Speaker/Aussteller — Reichweite und Föderationssichtbarkeit.,AIHF,Federation/Partnership,Branche/Föderationsnetzwerk,menschlich,Speaker-/Ausstellerrolle → Konferenzpräsenz + Netzwerk,"Gmail Thread 'Answers' 1997fa1527c09ad2 (AIHEF 2025 Speaker Reply Form, Sunpit Boonyasampan)",live,ja: Föderations-/Expo-Plattform AIHEF,BELEGT
AIHF-07,AIHF Marktzugang Asien (Cross-Border-Netzwerk),Nutzung des AIHF-Föderationsnetzwerks für CannaWorld-Marktzugang in weiteren asiatischen Märkten.,AIHF,Trade,Exporteur/Buyer,menschlich,Marktzugangsbedarf → Föderations-vermittelter Asien-Marktzugang,Ableitung aus AIHF-Integration (Federation-Membership/Marktzugang),Idee,ja: asiatischer Cross-Border-Marktzugang via Föderation,ANNAHME
AIHF-08,AIHF Federation-Registry / Mitglieder-Directory,Listung qualifizierter CannaWorld-Partner im offiziellen AIHF-Mitgliederverzeichnis als Sichtbarkeits-/Vertrauensdienst.,AIHF,Federation/Partnership,Föderationsmitglieder/Buyer,automatisiert,Qualifizierter Partner → Eintrag im AIHF-Registry,Ableitung aus AIHF-Integration (Federation-Membership),Idee,ja: Föderations-Mitgliederverzeichnis,ANNAHME
AIHF-09,AIHF Regulatory-Advocacy / Lobby-Vertretung,Interessenvertretung von CannaWorld-Partnern über die AIHF-Föderation gegenüber asiatischen Regulatoren.,AIHF,Regulatory,Föderationsmitglieder/Regulatoren,menschlich,Regulatorisches Anliegen → Föderations-Advocacy,Ableitung aus AIHF-Integration (Governance/Federation),Konzept,ja: Föderations-Lobbying,ANNAHME
AIHF-10,AIHF×CannaWorld Joint-Education / Curriculum,Gemeinsames Schulungs-/Zertifizierungs-Curriculum (Anbau/GACP/GMP/Compliance) unter Föderations-Label.,AIHF,Education,Farmer/Auditor/Mitarbeiter,menschlich,Lernbedarf → föderationsanerkanntes Curriculum/Zertifikat,Ableitung aus AIHF-Integration (gemeinsame Standards/Education),Idee,ja: föderationsgetragene Ausbildung,ANNAHME
AIHF-11,AIHF Cross-Recognition von CannaWorld-Readiness,Anerkennung der CannaWorld-GACP/GMP-Readiness-Dossiers durch die AIHF-Föderation (gegenseitige Anerkennung).,AIHF,Trust/Audit,Farm/Produzent,menschlich,CannaWorld-Readiness-Dossier → AIHF-Anerkennung,Ableitung aus AIHF-Integration (gemeinsame Standards),Konzept,ja: gegenseitige Dossier-Anerkennung,ANNAHME
AIHF-12,AIHF-Mitglieder-Onboarding in CannaWorld-Plattform,Aufnahme bestehender AIHF-Föderationsmitglieder als Nutzer/Kunden in die CannaWorld-Plattform (umgekehrter Funnel).,AIHF,Platform/Identity,AIHF-Mitglied/Farm,automatisiert,AIHF-Mitglied → CannaWorld-Plattform-Onboarding,Ableitung aus AIHF-Integration (Mitglieder als Service-Quelle),Idee,ja: Föderationsmitglieder als Plattformnutzer,ANNAHME
AIHF-13,AIHF Co-Branded Marketplace-Zugang,Föderations-co-gebrandeter Zugang zum CannaWorld-Marketplace für AIHF-Mitglieder (Trade-/Buyer-Matching unter Föderationslabel).,AIHF,Trade,AIHF-Mitglied/Buyer,automatisiert,AIHF-Mitgliedschaft → co-gebrandeter Marketplace-Zugang,Ableitung aus AIHF-Integration (Marktzugang + Marketplace),Idee,ja: co-gebrandeter Marktzugang,ANNAHME
AIHF-14,AIHF Ceremonial-Endorsement-Issuance (Partner),Ausstellung zeremonieller Föderations-Anerkennungen durch Pumchai/Tanadee für weitere CannaWorld-Partner (skalierter Anerkennungs-Service).,AIHF,Federation/Partnership,Partner/Farm/Produzent,menschlich,Qualifizierter Partner → zeremonielle AIHF-Anerkennung,Ableitung aus AIHF-Integration (Beglaubigung als wiederholbarer Service),Konzept,ja: skalierte zeremonielle Anerkennung,ANNAHME
ST-01,Hub-&-Spoke-Architektur-Orchestrierung,Trennung der skalierbaren GACP-Farm-Schicht (Spokes) von der zentralen EU-GMP-Verarbeitungs-/Freigabe-Schicht (Hub) als Betriebsmodell.,übergreifend,Advisory,Farm/Hub-Betreiber/Importeur,menschlich,Farm-/Hub-Landschaft → orchestrierte Hub-&-Spoke-Lieferkette,docs/strategie/wege-a-b-d-f-vertiefung.md (Weg A); thailand-gatekeeper-konzept.md,Konzept,nein,BELEGT
ST-02,Kooperativ-/Cluster-Zertifizierung (ICS-Gruppenmodell),Bündelung von Smallholder-Farmen zu Kooperativen mit internem Kontrollsystem (ICS) für Gruppen-GACP-Zertifizierung unter einem Dach-Zertifikat.,Gateway,Quality/GxP,Farm-Kooperative,menschlich,Smallholder-Gruppe + ICS → Dach-Gruppenzertifikat,docs/strategie/wege-a-b-d-f-vertiefung.md (Weg B); quellen-validierung.md §2 (Gruppen-GACP = Annahme),Konzept,nein,BELEGT
ST-03,Tiered Digital Onboarding-Funnel (Tier 0–3),"Plattform-gesteuerter Qualifizierungs-Funnel: Self-Assessment → Remote-Pre-Audit → physisches Audit → Hub-Anbindung, mit server-enforced Tier-Übergängen.",Gateway,Platform/Identity,Farm/Produzent,automatisiert,Registrierung → Tier-0/1/2/3-Qualifizierung,docs/strategie/wege-a-b-d-f-vertiefung.md (Weg D); onboarding-datenmodell.md; thailand-farm-tier-transition,im-Code,nein,BELEGT
ST-04,Master-Lizenz / Vertragsanbau-Umbrella,Master-Operator nimmt Farmen als vertraglich gebundene Anbaustandorte unter sein GACP/GMP-QMS (Contract Cultivation) auf.,übergreifend,Quality/GxP,Farm/Master-Operator,menschlich,Vertragsfarm → Standort unter Master-QMS/Lizenz,docs/strategie/wege-a-b-d-f-vertiefung.md (Weg F),Konzept,nein,BELEGT
ST-05,Compliance-Dossier-Management (Gatekeeper-Kern),"Sammeln, Prüfen und Versionieren aller Farm-/Charge-Dokumente (GACP-Zertifikat, CoA, Pestizid-/Schwermetall-/Mikrobiologie-Reports, Export-Permits).",übergreifend,Documents,Farm/Exporteur/Importeur,AI-gestützt,"Roh-Dokumente → geprüftes, versioniertes Compliance-Dossier",docs/strategie/thailand-gatekeeper-konzept.md §3.2,im-Code,nein,BELEGT
ST-06,Nachfrage-Aggregation (EU-Buyer-Bündelung),"Bündelung der EU-Nachfrage (Apotheken, Großhändler, Importeure) als Gegenseite für qualifizierte Thai-Supply.",Europe,Trade,EU-Buyer/Importeur,menschlich,Fragmentierte EU-Nachfrage → aggregierter Buyer-Pool,docs/strategie/thailand-gatekeeper-konzept.md §3.1,im-Code,nein,BELEGT
ST-07,Qualifizierungs-Schleuse / Pre-Audit & Tier-Einstufung,Standardisiertes Onboarding mit Remote-Pre-Audit (Doku/Fotos/Video) und Tier-Einstufung als Gate vor teuren physischen Audits.,Gateway,Trust/Audit,Farm/Produzent,AI-gestützt,Self-Assessment + Evidenz → Pre-Audit-Verdikt + Tier,docs/strategie/thailand-gatekeeper-konzept.md §3.3; wege-a-b-d-f (Weg D),im-Code,nein,BELEGT
ST-08,Vertrauens-Broker (Akkreditierungs-Kopplung),"Ankopplung formaler Akkreditierung (OneCert/SGS/Control Union/TÜV/QP) an die Plattform, solange CannaWorld noch nicht selbst akkreditiert ist.",übergreifend,Trust/Audit,Farm/Buyer,menschlich,Plattform-Readiness → partnergetragene formale Akkreditierung,"docs/strategie/thailand-gatekeeper-konzept.md §3.4, §4",Konzept,nein,BELEGT
ST-09,GACP-Partner-Orchestrierung (OneCert-Layer),"Vermittlung und Steuerung von Farm-Level-GACP/Bio-Audits über einen Agrar-Zertifizierer (OneCert), inkl. Gruppen-Zertifizierung.",Gateway,Quality/GxP,Farm/Kooperative,Durchlauf-extern,Farm-Dossier → GACP/Bio-Audit + Zertifikat (Partner),docs/strategie/thailand-gatekeeper-konzept.md §4.1,Konzept,nein,BELEGT
ST-10,GMP-Audit-Orchestrierung (TÜV/SGS/Control-Union-Layer),Steuerung von GMP-Gap-Assessments und Werks-Qualifizierung des Hubs über cannabis-spezifische Zertifizierer.,AICert,Quality/GxP,Hub-/Verarbeitungswerk,Durchlauf-extern,Hub-Status → GMP-Gap-Assessment + Qualifizierungsweg,docs/strategie/thailand-gatekeeper-konzept.md §4.2,Konzept,nein,BELEGT
ST-11,EU-GMP-Importeur/QP-Piggyback (Marktzugang),"Nutzung eines bestehenden deutschen MIA-/QP-Inhabers für die EU-Chargenfreigabe, während eigene Einfuhrerlaubnis aufgebaut wird.",Europe,Regulatory,Exporteur/Importeur,Durchlauf-extern,Supply + Dossier → EU-Chargenfreigabe via Partner-QP,docs/strategie/thailand-gatekeeper-konzept.md §4.3 (Weg C),Konzept,nein,BELEGT
ST-12,Export-Permit-Handling Thailand,Begleitung der geschichteten Thai-Exportgenehmigungen (Blüte über DTAM/Section 46 + Thai FDA; Extrakte über FDA/ONCB).,Gateway,Regulatory,Thai Exporteur,menschlich,Exportvorhaben → Thai-Export-Permits,"docs/strategie/thailand-gatekeeper-konzept.md §2, §8",Konzept,nein,BELEGT
ST-13,Import-Permit-Handling Deutschland (BfArM),Begleitung der deutschen Einfuhrerlaubnis (§§12/14 MedCanG via BtMAHV; §52a/§72/§13 AMG).,Germany,Regulatory,DE-Importeur/Apotheke,menschlich,Importvorhaben → BfArM-Einfuhrerlaubnis,"docs/strategie/thailand-gatekeeper-konzept.md §2, §8",Konzept,nein,BELEGT
ST-14,Lighthouse-/Anchor-Farm-Blueprint-Replikation,"Vollständige EU-konforme Aufstellung von 1–2 Vorzeige-Farmen als Proof + Vorlage, dann SOP-/Trainings-/Dossier-Pack-Ausrollung.",Gateway,Advisory,Farm/Produzent,menschlich,Anchor-Farm → replizierbarer SOP-/Dossier-Pack,docs/strategie/thailand-gatekeeper-konzept.md §5 (Weg E),Konzept,nein,BELEGT
ST-15,MoU-Zertifizierungspartner (Vorlage/Instrument),"Absichtserklärung mit Zertifizierungspartnern (OneCert/TÜV) zu Rollenabgrenzung, Pilotumfang, Datenfluss, Übergang zur Eigen-Akkreditierung.",übergreifend,Documents,Zertifizierungspartner,menschlich,Partneranbahnung → unterzeichnetes MoU,docs/strategie/vorlagen/mou-zertifizierungspartner-vorlage.md,Konzept,nein,BELEGT
ST-16,MoU-Farm-Onboarding (Vorlage/Instrument),"Absichtserklärung mit Thai-Farmen/Kooperativen zu Liefer-/Qualitätsabsicht, GACP-Verpflichtung, Audit-Zustimmung, Tier-Einstufung.",Gateway,Documents,Farm/Kooperative,menschlich,Farm-Anbahnung → unterzeichnetes Farm-MoU,docs/strategie/vorlagen/mou-farm-onboarding-vorlage.md,Konzept,nein,BELEGT
ST-17,Qualitätssicherungsvereinbarung (QAA) je Schnittstelle,QAA an jeder Schnittstelle Spoke↔Hub↔Importeur zur klaren Verantwortungs-/Haftungszuordnung.,übergreifend,Quality/GxP,Farm/Hub/Importeur,menschlich,Lieferkettenschnittstelle → unterzeichnete QAA,"docs/strategie/wege-a-b-d-f-vertiefung.md (Weg A, Verantwortungs-Schnitt)",Konzept,nein,BELEGT
ST-18,Mass-Balance-/Kapazitätsplanung Hub,Dimensionierung des Hub-Durchsatzes (kg/Monat + Laborkapazität) als reale Obergrenze und Abstimmung der angebundenen Spoke-Menge.,übergreifend,Advisory,Hub-Betreiber/intern,menschlich,Hub-/Saisonsdaten → Mass-Balance-/Kapazitätsplan,"docs/strategie/wege-a-b-d-f-vertiefung.md (Weg A, Mass Balance)",Konzept,nein,BELEGT
CAT-01,GMP Compliance Audit (Katalog-Kernleistung),Strukturierter GMP-Compliance-Audit als Kern-Service-Typ aus dem (verworfenen) Master-Katalog.,AICert,Quality/GxP,Facility/Hersteller,AI-gestützt,Facility → GMP-Audit-Befund,full-service-catalog-final.json CORE/COMP_AUDIT_GMP (verworfener Pricing-Entwurf),Konzept,nein,ANNAHME
CAT-02,GACP Readiness Audit (Katalog-Kernleistung),GACP-Readiness-Audit als Kern-Service-Typ aus dem Master-Katalog.,Gateway,Quality/GxP,Farm,AI-gestützt,Farm → GACP-Readiness-Befund,full-service-catalog-final.json CORE/COMP_GACP_READINESS (verworfener Pricing-Entwurf),Konzept,nein,ANNAHME
